date,covidOccupiedMVBeds,retail_and_recreation_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,residential_percent_change_from_baseline,year,month,day,weekend,hospitalCases_lagged,newAdmissions_lagged,grocery_and_pharmacy_percent_change_from_baseline_lagged,workplaces_percent_change_from_baseline_lagged
2021-08-23,942.0,0.0,118.0,-31.0,8.0,2021.0,8.0,0,0,6279.0,875.0,5.0,-42.0
2021-08-24,957.0,-2.0,117.0,-32.0,8.0,2021.0,8.0,1,0,6319.0,837.0,-2.0,-42.0
2021-08-25,974.0,-1.0,109.0,-32.0,8.0,2021.0,8.0,2,0,6332.0,854.0,-1.0,-39.0
2021-08-26,982.0,-1.0,109.0,-31.0,8.0,2021.0,8.0,3,0,6350.0,784.0,7.0,-40.0
2021-08-27,988.0,-5.0,98.0,-26.0,7.0,2021.0,8.0,4,0,6562.0,778.0,7.0,-39.0
2021-08-28,953.0,-14.0,82.0,-15.0,0.0,2021.0,8.0,5,1,6842.0,795.0,8.0,-9.0
2021-08-29,971.0,-2.0,98.0,-12.0,-1.0,2021.0,8.0,6,1,6774.0,859.0,9.0,-2.0
2021-08-30,984.0,1.0,124.0,-41.0,14.0,2021.0,8.0,0,0,6813.0,951.0,9.0,-41.0
2021-08-31,1014.0,-3.0,72.0,-33.0,9.0,2021.0,8.0,1,0,6848.0,906.0,1.0,-40.0
2021-09-01,1030.0,-4.0,69.0,-33.0,9.0,2021.0,9.0,2,0,6903.0,937.0,0.0,-40.0
2021-09-02,1038.0,-5.0,77.0,-32.0,8.0,2021.0,9.0,3,0,6797.0,859.0,-3.0,-40.0
2021-09-03,1034.0,-8.0,70.0,-27.0,7.0,2021.0,9.0,4,0,6921.0,873.0,12.0,-40.0
2021-09-04,1019.0,-13.0,59.0,-19.0,1.0,2021.0,9.0,5,1,7144.0,829.0,9.0,-8.0
2021-09-05,1018.0,-5.0,89.0,-15.0,0.0,2021.0,9.0,6,1,7489.0,966.0,9.0,-3.0
2021-09-06,1062.0,-3.0,87.0,-27.0,7.0,2021.0,9.0,0,0,7482.0,984.0,7.0,-70.0
2021-09-07,1047.0,-6.0,98.0,-28.0,7.0,2021.0,9.0,1,0,7423.0,1032.0,2.0,-40.0
2021-09-08,1060.0,-6.0,83.0,-28.0,7.0,2021.0,9.0,2,0,7480.0,945.0,3.0,-36.0
2021-09-09,1051.0,-10.0,56.0,-29.0,7.0,2021.0,9.0,3,0,7359.0,938.0,10.0,-35.0
2021-09-10,1056.0,-10.0,54.0,-24.0,6.0,2021.0,9.0,4,0,7556.0,857.0,10.0,-33.0
2021-09-11,1027.0,-12.0,61.0,-16.0,1.0,2021.0,9.0,5,1,7844.0,847.0,9.0,-5.0
2021-09-12,1055.0,-7.0,70.0,-16.0,0.0,2021.0,9.0,6,1,7781.0,987.0,8.0,-1.0
2021-09-13,1056.0,-6.0,64.0,-26.0,7.0,2021.0,9.0,0,0,7943.0,989.0,7.0,-33.0
2021-09-14,1060.0,-12.0,42.0,-29.0,8.0,2021.0,9.0,1,0,7962.0,1066.0,3.0,-32.0
2021-09-15,1081.0,-6.0,67.0,-27.0,7.0,2021.0,9.0,2,0,8134.0,986.0,3.0,-31.0
2021-09-16,1020.0,-7.0,79.0,-27.0,6.0,2021.0,9.0,3,0,7962.0,920.0,8.0,-31.0
2021-09-17,1011.0,-9.0,62.0,-24.0,6.0,2021.0,9.0,4,0,8064.0,942.0,5.0,-29.0
2021-09-18,1004.0,-12.0,65.0,-16.0,0.0,2021.0,9.0,5,1,8278.0,872.0,9.0,-5.0
2021-09-19,1006.0,-9.0,49.0,-18.0,1.0,2021.0,9.0,6,1,8202.0,1069.0,8.0,-2.0
2021-09-20,982.0,-6.0,70.0,-27.0,6.0,2021.0,9.0,0,0,8202.0,1083.0,7.0,-32.0
2021-09-21,943.0,-8.0,71.0,-28.0,7.0,2021.0,9.0,1,0,7923.0,1156.0,2.0,-33.0
2021-09-22,939.0,-7.0,61.0,-27.0,7.0,2021.0,9.0,2,0,7713.0,1033.0,1.0,-31.0
2021-09-23,916.0,-8.0,59.0,-28.0,7.0,2021.0,9.0,3,0,7500.0,920.0,8.0,-32.0
2021-09-24,878.0,-7.0,61.0,-22.0,5.0,2021.0,9.0,4,0,7548.0,845.0,8.0,-32.0
2021-09-25,874.0,-13.0,46.0,-14.0,1.0,2021.0,9.0,5,1,7606.0,860.0,7.0,-7.0
2021-09-26,839.0,-9.0,60.0,-13.0,1.0,2021.0,9.0,6,1,7423.0,930.0,8.0,-5.0
2021-09-27,831.0,-11.0,34.0,-27.0,8.0,2021.0,9.0,0,0,7221.0,933.0,11.0,-33.0
2021-09-28,826.0,-14.0,20.0,-29.0,8.0,2021.0,9.0,1,0,6982.0,938.0,2.0,-32.0
2021-09-29,813.0,-10.0,35.0,-29.0,7.0,2021.0,9.0,2,0,6733.0,882.0,2.0,-29.0
2021-09-30,815.0,-11.0,15.0,-30.0,8.0,2021.0,9.0,3,0,6775.0,743.0,7.0,-29.0
2021-10-01,805.0,-10.0,27.0,-26.0,7.0,2021.0,10.0,4,0,6638.0,743.0,5.0,-30.0
2021-10-02,764.0,-18.0,-13.0,-25.0,3.0,2021.0,10.0,5,1,6872.0,722.0,7.0,-7.0
2021-10-03,778.0,-8.0,30.0,-19.0,2.0,2021.0,10.0,6,1,6855.0,808.0,6.0,-4.0
2021-10-04,769.0,-10.0,29.0,-30.0,7.0,2021.0,10.0,0,0,6750.0,791.0,6.0,-32.0
2021-10-05,800.0,-14.0,18.0,-32.0,8.0,2021.0,10.0,1,0,6600.0,741.0,-3.0,-32.0
2021-10-06,807.0,-9.0,38.0,-30.0,7.0,2021.0,10.0,2,0,6444.0,771.0,1.0,-31.0
2021-10-07,808.0,-10.0,35.0,-30.0,7.0,2021.0,10.0,3,0,6300.0,715.0,4.0,-31.0
2021-10-08,780.0,-10.0,37.0,-26.0,6.0,2021.0,10.0,4,0,6451.0,666.0,3.0,-30.0
2021-10-09,768.0,-11.0,37.0,-19.0,1.0,2021.0,10.0,5,1,6646.0,663.0,5.0,-10.0
2021-10-10,744.0,-8.0,48.0,-19.0,1.0,2021.0,10.0,6,1,6723.0,774.0,5.0,-5.0
2021-10-11,747.0,-8.0,45.0,-29.0,7.0,2021.0,10.0,0,0,6700.0,777.0,5.0,-32.0
2021-10-12,780.0,-12.0,33.0,-30.0,7.0,2021.0,10.0,1,0,6650.0,799.0,1.0,-32.0
2021-10-13,781.0,-10.0,33.0,-30.0,7.0,2021.0,10.0,2,0,6647.0,687.0,-1.0,-30.0
2021-10-14,783.0,-11.0,37.0,-30.0,7.0,2021.0,10.0,3,0,6583.0,689.0,5.0,-30.0
2021-10-15,791.0,-9.0,38.0,-26.0,6.0,2021.0,10.0,4,0,6746.0,692.0,5.0,-29.0
2021-10-16,805.0,-12.0,26.0,-21.0,2.0,2021.0,10.0,5,1,6890.0,712.0,4.0,-7.0
2021-10-17,819.0,-10.0,29.0,-21.0,2.0,2021.0,10.0,6,1,6910.0,807.0,5.0,-5.0
2021-10-18,826.0,-11.0,22.0,-31.0,8.0,2021.0,10.0,0,0,6910.0,830.0,6.0,-31.0
2021-10-19,851.0,-13.0,21.0,-31.0,8.0,2021.0,10.0,1,0,6965.0,773.0,0.0,-30.0
2021-10-20,872.0,-11.0,19.0,-31.0,8.0,2021.0,10.0,2,0,6969.0,821.0,-2.0,-30.0
2021-10-21,892.0,-9.0,37.0,-30.0,7.0,2021.0,10.0,3,0,7002.0,791.0,3.0,-29.0
2021-10-22,889.0,-10.0,29.0,-26.0,7.0,2021.0,10.0,4,0,7267.0,757.0,3.0,-29.0
2021-10-23,869.0,-13.0,23.0,-19.0,2.0,2021.0,10.0,5,1,7636.0,727.0,3.0,-8.0
2021-10-24,885.0,-9.0,31.0,-19.0,2.0,2021.0,10.0,6,1,7788.0,835.0,6.0,-6.0
2021-10-25,913.0,-1.0,61.0,-30.0,8.0,2021.0,10.0,0,0,8035.0,929.0,5.0,-32.0
2021-10-26,952.0,-4.0,50.0,-31.0,9.0,2021.0,10.0,1,0,8132.0,910.0,1.0,-31.0
2021-10-27,945.0,-2.0,46.0,-31.0,9.0,2021.0,10.0,2,0,8123.0,898.0,-2.0,-31.0
2021-10-28,944.0,-2.0,49.0,-30.0,8.0,2021.0,10.0,3,0,8121.0,946.0,6.0,-30.0
2021-10-29,962.0,-6.0,26.0,-28.0,8.0,2021.0,10.0,4,0,8277.0,880.0,6.0,-31.0
2021-10-30,968.0,-12.0,14.0,-19.0,1.0,2021.0,10.0,5,1,8595.0,962.0,5.0,-9.0
2021-10-31,980.0,-13.0,-4.0,-21.0,2.0,2021.0,10.0,6,1,8714.0,1074.0,7.0,-7.0
2021-11-01,1030.0,-10.0,17.0,-30.0,8.0,2021.0,11.0,0,0,8827.0,1098.0,6.0,-40.0
2021-11-02,1024.0,-10.0,24.0,-29.0,7.0,2021.0,11.0,1,0,8900.0,1093.0,3.0,-39.0
2021-11-03,1019.0,-10.0,13.0,-30.0,8.0,2021.0,11.0,2,0,8986.0,972.0,1.0,-39.0
2021-11-04,1034.0,-10.0,21.0,-29.0,7.0,2021.0,11.0,3,0,9025.0,939.0,4.0,-39.0
2021-11-05,1026.0,-10.0,34.0,-26.0,7.0,2021.0,11.0,4,0,9179.0,904.0,6.0,-39.0
2021-11-06,1018.0,-14.0,12.0,-21.0,3.0,2021.0,11.0,5,1,9423.0,956.0,5.0,-10.0
2021-11-07,1012.0,-7.0,27.0,-18.0,1.0,2021.0,11.0,6,1,9409.0,1054.0,7.0,-7.0
2021-11-08,1026.0,-10.0,17.0,-29.0,7.0,2021.0,11.0,0,0,9197.0,1103.0,7.0,-31.0
2021-11-09,1023.0,-11.0,19.0,-30.0,7.0,2021.0,11.0,1,0,9049.0,1156.0,0.0,-29.0
2021-11-10,1008.0,-11.0,9.0,-30.0,8.0,2021.0,11.0,2,0,8834.0,1071.0,1.0,-28.0
2021-11-11,999.0,-10.0,21.0,-29.0,7.0,2021.0,11.0,3,0,8592.0,1012.0,5.0,-28.0
2021-11-12,989.0,-11.0,6.0,-27.0,7.0,2021.0,11.0,4,0,8616.0,885.0,6.0,-28.0
2021-11-13,974.0,-11.0,16.0,-20.0,2.0,2021.0,11.0,5,1,8769.0,1006.0,5.0,-9.0
2021-11-14,979.0,-7.0,27.0,-18.0,1.0,2021.0,11.0,6,1,8713.0,1082.0,6.0,-6.0
2021-11-15,968.0,-9.0,18.0,-29.0,7.0,2021.0,11.0,0,0,8641.0,1072.0,5.0,-29.0
2021-11-16,938.0,-11.0,14.0,-29.0,7.0,2021.0,11.0,1,0,8498.0,969.0,2.0,-28.0
2021-11-17,935.0,-9.0,16.0,-29.0,7.0,2021.0,11.0,2,0,8397.0,871.0,1.0,-27.0
2021-11-18,923.0,-9.0,18.0,-29.0,7.0,2021.0,11.0,3,0,8256.0,842.0,6.0,-27.0
2021-11-19,911.0,-8.0,19.0,-25.0,7.0,2021.0,11.0,4,0,8344.0,821.0,5.0,-28.0
2021-11-20,908.0,-10.0,11.0,-18.0,2.0,2021.0,11.0,5,1,8514.0,885.0,5.0,-8.0
2021-11-21,913.0,-6.0,20.0,-18.0,1.0,2021.0,11.0,6,1,8237.0,1001.0,7.0,-6.0
2021-11-22,928.0,-8.0,18.0,-29.0,7.0,2021.0,11.0,0,0,8002.0,974.0,7.0,-29.0
2021-11-23,919.0,-10.0,15.0,-29.0,7.0,2021.0,11.0,1,0,7911.0,978.0,1.0,-28.0
2021-11-24,928.0,-9.0,8.0,-29.0,8.0,2021.0,11.0,2,0,7870.0,954.0,0.0,-27.0
2021-11-25,925.0,-6.0,17.0,-28.0,7.0,2021.0,11.0,3,0,7754.0,877.0,6.0,-27.0
2021-11-26,925.0,-7.0,0.0,-26.0,7.0,2021.0,11.0,4,0,7847.0,771.0,6.0,-27.0
2021-11-27,911.0,-16.0,-20.0,-26.0,4.0,2021.0,11.0,5,1,7945.0,804.0,5.0,-8.0
2021-11-28,919.0,-8.0,3.0,-20.0,2.0,2021.0,11.0,6,1,7731.0,834.0,8.0,-6.0
2021-11-29,916.0,-7.0,4.0,-31.0,8.0,2021.0,11.0,0,0,7487.0,887.0,6.0,-29.0
2021-11-30,931.0,-7.0,5.0,-30.0,8.0,2021.0,11.0,1,0,7496.0,853.0,-3.0,-28.0
2021-12-01,895.0,-8.0,0.0,-30.0,8.0,2021.0,12.0,2,0,7402.0,838.0,0.0,-27.0
2021-12-02,895.0,-7.0,11.0,-30.0,8.0,2021.0,12.0,3,0,7252.0,773.0,6.0,-27.0
2021-12-03,900.0,-7.0,5.0,-26.0,7.0,2021.0,12.0,4,0,7276.0,723.0,10.0,-29.0
2021-12-04,895.0,-12.0,-4.0,-20.0,3.0,2021.0,12.0,5,1,7503.0,754.0,6.0,-10.0
2021-12-05,882.0,-7.0,-1.0,-20.0,2.0,2021.0,12.0,6,1,7520.0,733.0,7.0,-6.0
2021-12-06,901.0,-8.0,-4.0,-32.0,8.0,2021.0,12.0,0,0,7194.0,775.0,6.0,-30.0
2021-12-07,880.0,-14.0,-12.0,-34.0,9.0,2021.0,12.0,1,0,7260.0,902.0,-1.0,-28.0
2021-12-08,890.0,-8.0,-4.0,-32.0,8.0,2021.0,12.0,2,0,7178.0,777.0,0.0,-28.0
2021-12-09,900.0,-5.0,10.0,-30.0,7.0,2021.0,12.0,3,0,7033.0,732.0,6.0,-27.0
2021-12-10,901.0,-6.0,5.0,-26.0,7.0,2021.0,12.0,4,0,7129.0,713.0,2.0,-28.0
2021-12-11,883.0,-12.0,-10.0,-20.0,2.0,2021.0,12.0,5,1,7234.0,705.0,6.0,-8.0
2021-12-12,893.0,-7.0,5.0,-20.0,2.0,2021.0,12.0,6,1,7225.0,799.0,9.0,-5.0
2021-12-13,900.0,-4.0,6.0,-33.0,8.0,2021.0,12.0,0,0,7248.0,836.0,7.0,-30.0
2021-12-14,896.0,-6.0,8.0,-34.0,9.0,2021.0,12.0,1,0,7321.0,819.0,1.0,-28.0
2021-12-15,888.0,-2.0,8.0,-33.0,9.0,2021.0,12.0,2,0,7280.0,823.0,1.0,-26.0
2021-12-16,875.0,-3.0,14.0,-34.0,9.0,2021.0,12.0,3,0,7239.0,732.0,11.0,-26.0
2021-12-17,879.0,-6.0,7.0,-32.0,9.0,2021.0,12.0,4,0,7358.0,744.0,12.0,-26.0
2021-12-18,855.0,-14.0,-4.0,-26.0,3.0,2021.0,12.0,5,1,7573.0,837.0,13.0,-5.0
2021-12-19,858.0,-8.0,0.0,-25.0,2.0,2021.0,12.0,6,1,7576.0,868.0,14.0,-2.0
2021-12-20,859.0,5.0,14.0,-37.0,10.0,2021.0,12.0,0,0,7488.0,938.0,10.0,-30.0
2021-12-21,849.0,2.0,15.0,-39.0,11.0,2021.0,12.0,1,0,7505.0,887.0,4.0,-29.0
2021-12-22,842.0,4.0,5.0,-39.0,11.0,2021.0,12.0,2,0,7381.0,947.0,3.0,-29.0
2021-12-23,843.0,7.0,8.0,-39.0,12.0,2021.0,12.0,3,0,7323.0,828.0,19.0,-30.0
2021-12-24,832.0,-17.0,-4.0,-49.0,16.0,2021.0,12.0,4,0,7474.0,788.0,22.0,-30.0
2021-12-25,838.0,-87.0,-49.0,-81.0,11.0,2021.0,12.0,5,1,7720.0,862.0,29.0,-6.0
2021-12-26,851.0,-48.0,-16.0,-55.0,4.0,2021.0,12.0,6,1,7924.0,916.0,42.0,-1.0
2021-12-27,870.0,-15.0,11.0,-54.0,18.0,2021.0,12.0,0,0,8150.0,948.0,20.0,-41.0
2021-12-28,851.0,-14.0,18.0,-54.0,20.0,2021.0,12.0,1,0,8180.0,939.0,-88.0,-42.0
2021-12-29,868.0,-11.0,5.0,-50.0,18.0,2021.0,12.0,2,0,8419.0,909.0,-50.0,-44.0
2021-12-30,875.0,-11.0,20.0,-49.0,18.0,2021.0,12.0,3,0,8210.0,864.0,-17.0,-50.0
2021-12-31,883.0,-20.0,22.0,-51.0,17.0,2021.0,12.0,4,0,8615.0,835.0,-9.0,-62.0
2022-01-01,857.0,-63.0,3.0,-59.0,11.0,2022.0,1.0,5,1,9621.0,1012.0,2.0,-64.0
2022-01-02,864.0,-25.0,0.0,-39.0,6.0,2022.0,1.0,6,1,10769.0,1215.0,8.0,-35.0
2022-01-03,878.0,-15.0,32.0,-56.0,21.0,2022.0,1.0,0,0,11820.0,1245.0,9.0,-78.0
2022-01-04,900.0,-25.0,-5.0,-48.0,15.0,2022.0,1.0,1,0,13003.0,1407.0,-54.0,-76.0
2022-01-05,875.0,-25.0,0.0,-46.0,14.0,2022.0,1.0,2,0,14026.0,1402.0,-12.0,-65.0
2022-01-06,868.0,-30.0,-14.0,-47.0,14.0,2022.0,1.0,3,0,14340.0,1188.0,-8.0,-64.0
2022-01-07,840.0,-28.0,-13.0,-44.0,13.0,2022.0,1.0,4,0,14961.0,1412.0,0.0,-64.0
2022-01-08,820.0,-32.0,-36.0,-44.0,8.0,2022.0,1.0,5,1,16134.0,1533.0,-1.0,-49.0
2022-01-09,816.0,-22.0,13.0,-36.0,5.0,2022.0,1.0,6,1,17136.0,1954.0,-4.0,-15.0
2022-01-10,821.0,-22.0,-1.0,-42.0,11.0,2022.0,1.0,0,0,17842.0,2296.0,-4.0,-74.0
2022-01-11,793.0,-23.0,1.0,-42.0,11.0,2022.0,1.0,1,0,18311.0,2635.0,-9.0,-42.0
2022-01-12,785.0,-21.0,10.0,-41.0,11.0,2022.0,1.0,2,0,18492.0,2383.0,-7.0,-36.0
2022-01-13,777.0,-22.0,13.0,-41.0,11.0,2022.0,1.0,3,0,18417.0,2088.0,-2.0,-35.0
2022-01-14,746.0,-21.0,7.0,-38.0,10.0,2022.0,1.0,4,0,18843.0,2065.0,-2.0,-32.0
2022-01-15,712.0,-22.0,-4.0,-35.0,5.0,2022.0,1.0,5,1,19656.0,2102.0,-1.0,-12.0
2022-01-16,715.0,-19.0,18.0,-33.0,3.0,2022.0,1.0,6,1,19561.0,2461.0,0.0,-6.0
2022-01-17,713.0,-19.0,17.0,-39.0,9.0,2022.0,1.0,0,0,19529.0,2397.0,0.0,-31.0
2022-01-18,703.0,-22.0,8.0,-38.0,10.0,2022.0,1.0,1,0,19368.0,2388.0,-5.0,-31.0
2022-01-19,675.0,-20.0,5.0,-38.0,10.0,2022.0,1.0,2,0,19165.0,2330.0,-6.0,-30.0
2022-01-20,664.0,-19.0,13.0,-37.0,10.0,2022.0,1.0,3,0,18913.0,2034.0,-1.0,-30.0
2022-01-21,640.0,-19.0,4.0,-35.0,9.0,2022.0,1.0,4,0,19036.0,2088.0,-2.0,-28.0
2022-01-22,625.0,-19.0,4.0,-30.0,4.0,2022.0,1.0,5,1,19267.0,2207.0,-1.0,-8.0
2022-01-23,603.0,-19.0,11.0,-30.0,3.0,2022.0,1.0,6,1,18833.0,2453.0,0.0,-5.0
2022-01-24,598.0,-18.0,9.0,-36.0,9.0,2022.0,1.0,0,0,18327.0,2412.0,0.0,-30.0
2022-01-25,575.0,-20.0,6.0,-36.0,9.0,2022.0,1.0,1,0,17824.0,2181.0,-4.0,-30.0
2022-01-26,561.0,-17.0,8.0,-36.0,9.0,2022.0,1.0,2,0,17391.0,2152.0,-7.0,-29.0
2022-01-27,549.0,-17.0,15.0,-35.0,9.0,2022.0,1.0,3,0,16745.0,1926.0,-2.0,-29.0
2022-01-28,535.0,-15.0,7.0,-32.0,9.0,2022.0,1.0,4,0,16721.0,1780.0,-1.0,-27.0
2022-01-29,527.0,-16.0,1.0,-27.0,4.0,2022.0,1.0,5,1,16993.0,1935.0,-1.0,-7.0
2022-01-30,520.0,-12.0,27.0,-26.0,2.0,2022.0,1.0,6,1,16397.0,2014.0,1.0,-5.0
2022-01-31,511.0,-15.0,9.0,-34.0,8.0,2022.0,1.0,0,0,16327.0,2003.0,1.0,-29.0
2022-02-01,502.0,-16.0,14.0,-33.0,8.0,2022.0,2.0,1,0,15983.0,1971.0,-4.0,-29.0
2022-02-02,483.0,-15.0,12.0,-32.0,9.0,2022.0,2.0,2,0,15759.0,1897.0,-5.0,-29.0
2022-02-03,478.0,-15.0,14.0,-33.0,8.0,2022.0,2.0,3,0,14885.0,1665.0,0.0,-28.0
2022-02-04,474.0,-16.0,1.0,-31.0,8.0,2022.0,2.0,4,0,15163.0,1421.0,1.0,-27.0
2022-02-05,458.0,-17.0,-7.0,-26.0,4.0,2022.0,2.0,5,1,15514.0,1690.0,1.0,-7.0
2022-02-06,441.0,-17.0,-9.0,-28.0,3.0,2022.0,2.0,6,1,15056.0,1775.0,2.0,-4.0
2022-02-07,443.0,-15.0,15.0,-32.0,8.0,2022.0,2.0,0,0,14648.0,1869.0,1.0,-29.0
2022-02-08,430.0,-15.0,16.0,-31.0,8.0,2022.0,2.0,1,0,14459.0,1868.0,-5.0,-28.0
2022-02-09,432.0,-14.0,13.0,-31.0,8.0,2022.0,2.0,2,0,14021.0,1669.0,-7.0,-27.0
2022-02-10,430.0,-14.0,15.0,-30.0,8.0,2022.0,2.0,3,0,13528.0,1507.0,1.0,-27.0
2022-02-11,416.0,-12.0,18.0,-27.0,7.0,2022.0,2.0,4,0,13416.0,1440.0,1.0,-26.0
2022-02-12,400.0,-16.0,-2.0,-24.0,3.0,2022.0,2.0,5,1,13603.0,1415.0,1.0,-8.0
2022-02-13,384.0,-16.0,-21.0,-26.0,3.0,2022.0,2.0,6,1,13360.0,1655.0,3.0,-5.0
2022-02-14,393.0,-4.0,19.0,-31.0,8.0,2022.0,2.0,0,0,12936.0,1744.0,4.0,-28.0
2022-02-15,354.0,-15.0,4.0,-33.0,8.0,2022.0,2.0,1,0,12531.0,1629.0,-2.0,-28.0
2022-02-16,359.0,-14.0,5.0,-33.0,9.0,2022.0,2.0,2,0,12108.0,1477.0,-4.0,-27.0
2022-02-17,330.0,-10.0,24.0,-30.0,8.0,2022.0,2.0,3,0,11757.0,1398.0,9.0,-27.0
2022-02-18,335.0,-32.0,-27.0,-46.0,14.0,2022.0,2.0,4,0,11810.0,1224.0,-2.0,-26.0
2022-02-19,328.0,-21.0,-17.0,-28.0,4.0,2022.0,2.0,5,1,12039.0,1331.0,-1.0,-8.0
2022-02-20,334.0,-22.0,-26.0,-30.0,3.0,2022.0,2.0,6,1,11818.0,1409.0,5.0,-6.0
2022-02-21,324.0,-13.0,16.0,-34.0,9.0,2022.0,2.0,0,0,11485.0,1462.0,-15.0,-33.0
2022-02-22,312.0,-11.0,23.0,-30.0,8.0,2022.0,2.0,1,0,11323.0,1411.0,-4.0,-33.0
2022-02-23,304.0,-10.0,19.0,-31.0,8.0,2022.0,2.0,2,0,10961.0,1325.0,-10.0,-32.0
2022-02-24,289.0,-13.0,10.0,-32.0,8.0,2022.0,2.0,3,0,10977.0,1166.0,1.0,-31.0
2022-02-25,271.0,-9.0,31.0,-27.0,7.0,2022.0,2.0,4,0,10886.0,1133.0,2.0,-39.0
2022-02-26,255.0,-12.0,20.0,-20.0,1.0,2022.0,2.0,5,1,11071.0,1183.0,1.0,-9.0
2022-02-27,271.0,-8.0,42.0,-17.0,0.0,2022.0,2.0,6,1,10805.0,1336.0,0.0,-7.0
2022-02-28,290.0,-14.0,5.0,-31.0,7.0,2022.0,2.0,0,0,10757.0,1345.0,4.0,-34.0
2022-03-01,278.0,-17.0,12.0,-32.0,7.0,2022.0,3.0,1,0,10472.0,1372.0,-2.0,-32.0
2022-03-02,279.0,-17.0,-6.0,-32.0,8.0,2022.0,3.0,2,0,10350.0,1166.0,-2.0,-32.0
2022-03-03,264.0,-16.0,12.0,-34.0,7.0,2022.0,3.0,3,0,10077.0,1093.0,3.0,-32.0
2022-03-04,257.0,-14.0,7.0,-30.0,7.0,2022.0,3.0,4,0,10232.0,1009.0,5.0,-31.0
2022-03-05,256.0,-14.0,6.0,-24.0,2.0,2022.0,3.0,5,1,10479.0,1117.0,0.0,-7.0
2022-03-06,263.0,-11.0,25.0,-22.0,1.0,2022.0,3.0,6,1,10448.0,1220.0,3.0,-3.0
2022-03-07,269.0,-15.0,18.0,-32.0,7.0,2022.0,3.0,0,0,10366.0,1167.0,2.0,-28.0
2022-03-08,275.0,-16.0,17.0,-32.0,6.0,2022.0,3.0,1,0,10220.0,1210.0,-2.0,-27.0
2022-03-09,266.0,-17.0,8.0,-33.0,7.0,2022.0,3.0,2,0,10422.0,1200.0,-3.0,-26.0
2022-03-10,253.0,-16.0,21.0,-32.0,7.0,2022.0,3.0,3,0,10417.0,1086.0,1.0,-27.0
2022-03-11,254.0,-19.0,-1.0,-32.0,7.0,2022.0,3.0,4,0,10565.0,1072.0,2.0,-25.0
2022-03-12,252.0,-17.0,9.0,-26.0,2.0,2022.0,3.0,5,1,11043.0,1091.0,0.0,-7.0
2022-03-13,257.0,-16.0,9.0,-24.0,1.0,2022.0,3.0,6,1,11367.0,1393.0,2.0,-4.0
2022-03-14,280.0,-16.0,25.0,-32.0,7.0,2022.0,3.0,0,0,11469.0,1349.0,-1.0,-27.0
2022-03-15,281.0,-17.0,24.0,-32.0,7.0,2022.0,3.0,1,0,11675.0,1437.0,-3.0,-26.0
2022-03-16,281.0,-20.0,-4.0,-34.0,8.0,2022.0,3.0,2,0,11857.0,1445.0,-5.0,-26.0
2022-03-17,292.0,-13.0,31.0,-31.0,7.0,2022.0,3.0,3,0,12161.0,1344.0,1.0,-25.0
2022-03-18,287.0,-14.0,38.0,-29.0,6.0,2022.0,3.0,4,0,12515.0,1232.0,0.0,-26.0
2022-03-19,277.0,-16.0,36.0,-23.0,1.0,2022.0,3.0,5,1,13268.0,1449.0,-3.0,-7.0
2022-03-20,280.0,-12.0,42.0,-20.0,0.0,2022.0,3.0,6,1,13783.0,1514.0,2.0,-5.0
2022-03-21,299.0,-15.0,31.0,-32.0,7.0,2022.0,3.0,0,0,13965.0,1680.0,1.0,-27.0
2022-03-22,316.0,-16.0,42.0,-31.0,6.0,2022.0,3.0,1,0,14404.0,1804.0,-3.0,-26.0
2022-03-23,302.0,-13.0,43.0,-31.0,6.0,2022.0,3.0,2,0,14667.0,1698.0,-3.0,-26.0
2022-03-24,330.0,-12.0,48.0,-30.0,6.0,2022.0,3.0,3,0,14738.0,1712.0,2.0,-27.0
2022-03-25,333.0,-11.0,45.0,-28.0,5.0,2022.0,3.0,4,0,15189.0,1612.0,2.0,-27.0
2022-03-26,345.0,-12.0,48.0,-19.0,0.0,2022.0,3.0,5,1,15980.0,1801.0,2.0,-9.0
2022-03-27,344.0,-10.0,45.0,-17.0,-1.0,2022.0,3.0,6,1,16409.0,1970.0,5.0,-6.0
2022-03-28,363.0,-14.0,33.0,-31.0,7.0,2022.0,3.0,0,0,16652.0,2120.0,7.0,-27.0
2022-03-29,365.0,-18.0,16.0,-32.0,7.0,2022.0,3.0,1,0,17119.0,2129.0,9.0,-26.0
2022-03-30,359.0,-18.0,5.0,-34.0,7.0,2022.0,3.0,2,0,17384.0,2064.0,0.0,-26.0
2022-03-31,356.0,-16.0,8.0,-33.0,7.0,2022.0,3.0,3,0,17321.0,1960.0,2.0,-26.0
2022-04-01,352.0,-16.0,11.0,-31.0,6.0,2022.0,4.0,4,0,18037.0,2044.0,1.0,-27.0
2022-04-02,350.0,-17.0,9.0,-26.0,2.0,2022.0,4.0,5,1,18807.0,2029.0,0.0,-8.0
2022-04-03,342.0,-14.0,26.0,-21.0,1.0,2022.0,4.0,6,1,19052.0,2268.0,2.0,-4.0
2022-04-04,351.0,-17.0,13.0,-34.0,7.0,2022.0,4.0,0,0,19200.0,2416.0,2.0,-28.0
2022-04-05,364.0,-16.0,23.0,-33.0,7.0,2022.0,4.0,1,0,19258.0,2480.0,-2.0,-27.0
